U+00458	CYRILLIC SMALL LETTER JE	Ll	jsercy
U+00459	CYRILLIC SMALL LETTER LJE	Ll	ljcy
U+0045A	CYRILLIC SMALL LETTER NJE	Ll	njcy
U+0045B	CYRILLIC SMALL LETTER TSHE	Ll	tshcy
U+0045C	CYRILLIC SMALL LETTER KJE	Ll	kjcy
U+0045E	CYRILLIC SMALL LETTER SHORT U	Ll	ubrcy
U+0045F	CYRILLIC SMALL LETTER DZHE	Ll	dzcy
U+02002	EN SPACE	Zs	ensp
U+02003	EM SPACE	Zs	emsp
U+02004	THREE-PER-EM SPACE	Zs	emsp13
U+02005	FOUR-PER-EM SPACE	Zs	emsp14
U+02007	FIGURE SPACE	Zs	numsp
U+02008	PUNCTUATION SPACE	Zs	puncsp
U+02009	THIN SPACE	Zs	thinsp	ThinSpace
U+0200A	HAIR SPACE	Zs	hairsp	VeryThinSpace
U+0200B	ZERO WIDTH SPACE	Cf	ZeroWidthSpace	NegativeVeryThinSpace	NegativeThinSpace	NegativeMediumSpace	NegativeThickSpace
U+0200C	ZERO WIDTH NON-JOINER	Cf	zwnj
U+0200D	ZERO WIDTH JOINER	Cf	zwj
U+0200E	LEFT-TO-RIGHT MARK	Cf	lrm
U+0200F	RIGHT-TO-LEFT MARK	Cf	rlm
U+02010	HYPHEN	Pd	hyphen	dash
U+02013	EN DASH	Pd	ndash
U+02014	EM DASH	Pd	mdash
U+02015	HORIZONTAL BAR	Pd	horbar
U+02016	DOUBLE VERTICAL LINE	Po	Verbar	Vert
U+02018	LEFT SINGLE QUOTATION MARK	Pi	lsquo	OpenCurlyQuote
U+02019	RIGHT SINGLE QUOTATION MARK	Pf	rsquo	rsquor	CloseCurlyQuote
U+0201A	SINGLE LOW-9 QUOTATION MARK	Ps	lsquor	sbquo
U+0201C	LEFT DOUBLE QUOTATION MARK	Pi	ldquo	OpenCurlyDoubleQuote
U+0201D	RIGHT DOUBLE QUOTATION MARK	Pf	rdquo	rdquor	CloseCurlyDoubleQuote
U+0201E	DOUBLE LOW-9 QUOTATION MARK	Ps	ldquor	bdquo
U+02020	DAGGER	Po	dagger
U+02021	DOUBLE DAGGER	Po	Dagger	ddagger
U+02022	BULLET	Po	bull	bullet
U+02025	TWO DOT LEADER	Po	nldr
U+02026	HORIZONTAL ELLIPSIS	Po	hellip	mldr
U+02030	PER MILLE SIGN	Po	permil
U+02031	PER TEN THOUSAND SIGN	Po	pertenk
U+02032	PRIME	Po	prime
U+02033	DOUBLE PRIME	Po	Prime
U+02034	TRIPLE PRIME	Po	tprime
U+02035	REVERSED PRIME	Po	bprime	backprime
U+02039	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	Pi	lsaquo
U+0203A	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	Pf	rsaquo
U+0203E	OVERLINE	Po	oline
U+02041	CARET INSERTION POINT	Po	caret
U+02043	HYPHEN BULLET	Po	hybull
U+02044	FRACTION SLASH	Sm	frasl
U+0204F	REVERSED SEMICOLON	Po	bsemi
U+02057	QUADRUPLE PRIME	Po	qprime
U+0205F	MEDIUM MATHEMATICAL SPACE	Zs	MediumSpace
U+02060	WORD JOINER	Cf	NoBreak
U+02061	FUNCTION APPLICATION	Cf	ApplyFunction	af
U+02062	INVISIBLE TIMES	Cf	InvisibleTimes	it
U+02063	INVISIBLE SEPARATOR	Cf	InvisibleComma	ic
U+020AC	EURO SIGN	Sc	euro
U+020DB	COMBINING THREE DOTS ABOVE	Mn	tdot	TripleDot
U+020DC	COMBINING FOUR DOTS ABOVE	Mn	DotDot
U+02102	DOUBLE-STRUCK CAPITAL C	Lu	Copf	complexes
U+02105	CARE OF	So	incare
U+0210A	SCRIPT SMALL G	Ll	gscr
U+0210B	SCRIPT CAPITAL H	Lu	hamilt	HilbertSpace	Hscr
U+0210C	BLACK-LETTER CAPITAL H	Lu	Hfr	Poincareplane
U+0210D	DOUBLE-STRUCK CAPITAL H	Lu	quaternions	Hopf
U+0210E	PLANCK CONSTANT	Ll	planckh
U+0210F	PLANCK CONSTANT OVER TWO PI	Ll	planck	hbar	plankv	hslash
U+02110	SCRIPT CAPITAL I	Lu	Iscr	imagline
U+02111	BLACK-LETTER CAPITAL I	Lu	image	Im	imagpart	Ifr
U+02112	SCRIPT CAPITAL L	Lu	Lscr	lagran	Laplacetrf
U+02113	SCRIPT SMALL L	Ll	ell
U+02115	DOUBLE-STRUCK CAPITAL N	Lu	Nopf	naturals
U+02116	NUMERO SIGN	So	numero
U+02117	SOUND RECORDING COPYRIGHT	So	copysr
U+02118	SCRIPT CAPITAL P	So	weierp	wp
U+02119	DOUBLE-STRUCK CAPITAL P	Lu	Popf	primes
U+0211A	DOUBLE-STRUCK CAPITAL Q	Lu	rationals	Qopf
U+0211B	SCRIPT CAPITAL R	Lu	Rscr	realine
U+0211C	BLACK-LETTER CAPITAL R	Lu	real	Re	realpart	Rfr
U+0211D	DOUBLE-STRUCK CAPITAL R	Lu	reals	Ropf
U+0211E	PRESCRIPTION TAKE	So	rx
U+02122	TRADE MARK SIGN	So	trade	TRADE
U+02124	DOUBLE-STRUCK CAPITAL Z	Lu	integers	Zopf
U+02126	OHM SIGN	Lu	ohm
U+02127	INVERTED OHM SIGN	So	mho
U+02128	BLACK-LETTER CAPITAL Z	Lu	Zfr	zeetrf
U+02129	TURNED GREEK SMALL LETTER IOTA	So	iiota
U+0212B	ANGSTROM SIGN	Lu	angst
U+0212C	SCRIPT CAPITAL B	Lu	bernou	Bernoullis	Bscr
U+0212D	BLACK-LETTER CAPITAL C	Lu	Cfr	Cayleys
U+0212F	SCRIPT SMALL E	Ll	escr
U+02130	SCRIPT CAPITAL E	Lu	Escr	expectation
U+02131	SCRIPT CAPITAL F	Lu	Fscr	Fouriertrf
U+02133	SCRIPT CAPITAL M	Lu	phmmat	Mellintrf	Mscr
U+02134	SCRIPT SMALL O	Ll	order	orderof	oscr
U+02135	ALEF SYMBOL	Lo	alefsym	aleph
U+02136	BET SYMBOL	Lo	beth
U+02137	GIMEL SYMBOL	Lo	gimel
U+02138	DALET SYMBOL	Lo	daleth
U+02145	DOUBLE-STRUCK ITALIC CAPITAL D	Lu	CapitalDifferentialD	DD
U+02146	DOUBLE-STRUCK ITALIC SMALL D	Ll	DifferentialD	dd
U+02147	DOUBLE-STRUCK ITALIC SMALL E	Ll	ExponentialE	exponentiale	ee
U+02148	DOUBLE-STRUCK ITALIC SMALL I	Ll	ImaginaryI	ii
U+02153	VULGAR FRACTION ONE THIRD	No	frac13
U+02154	VULGAR FRACTION TWO THIRDS	No	frac23
U+02155	VULGAR FRACTION ONE FIFTH	No	frac15
U+02156	VULGAR FRACTION TWO FIFTHS	No	frac25
U+02157	VULGAR FRACTION THREE FIFTHS	No	frac35
U+02158	VULGAR FRACTION FOUR FIFTHS	No	frac45
U+02159	VULGAR FRACTION ONE SIXTH	No	frac16
U+0215A	VULGAR FRACTION FIVE SIXTHS	No	frac56
U+0215B	VULGAR FRACTION ONE EIGHTH	No	frac18
U+0215C	VULGAR FRACTION THREE EIGHTHS	No	frac38
U+0215D	VULGAR FRACTION FIVE EIGHTHS	No	frac58
U+0215E	VULGAR FRACTION SEVEN EIGHTHS	No	frac78
U+02190	LEFTWARDS ARROW	Sm	larr	leftarrow	LeftArrow	slarr	ShortLeftArrow
U+02191	UPWARDS ARROW	Sm	uarr	uparrow	UpArrow	ShortUpArrow
U+02192	RIGHTWARDS ARROW	Sm	rarr	rightarrow	RightArrow	srarr	ShortRightArrow
U+02193	DOWNWARDS ARROW	Sm	darr	downarrow	DownArrow	ShortDownArrow
U+02194	LEFT RIGHT ARROW	Sm	harr	leftrightarrow	LeftRightArrow
U+02195	UP DOWN ARROW	So	varr	updownarrow	UpDownArrow
U+02196	NORTH WEST ARROW	So	nwarr	UpperLeftArrow	nwarrow
U+02197	NORTH EAST ARROW	So	nearr	UpperRightArrow	nearrow
U+02198	SOUTH EAST ARROW	So	searr	searrow	LowerRightArrow
U+02199	SOUTH WEST ARROW	So	swarr	swarrow	LowerLeftArrow
U+0219A	LEFTWARDS ARROW WITH STROKE	Sm	nlarr	nleftarrow
U+0219B	RIGHTWARDS ARROW WITH STROKE	Sm	nrarr	nrightarrow
U+0219D	RIGHTWARDS WAVE ARROW	So	rarrw	rightsquigarrow
U+0219E	LEFTWARDS TWO HEADED ARROW	So	Larr	twoheadleftarrow
U+0219F	UPWARDS TWO HEADED ARROW	So	Uarr
U+021A0	RIGHTWARDS TWO HEADED ARROW	Sm	Rarr	twoheadrightarrow
U+021A1	DOWNWARDS TWO HEADED ARROW	So	Darr
U+021A2	LEFTWARDS ARROW WITH TAIL	So	larrtl	leftarrowtail
U+021A3	RIGHTWARDS ARROW WITH TAIL	Sm	rarrtl	rightarrowtail
U+021A4	LEFTWARDS ARROW FROM BAR	So	LeftTeeArrow	mapstoleft
U+021A5	UPWARDS ARROW FROM BAR	So	UpTeeArrow	mapstoup
U+021A6	RIGHTWARDS ARROW FROM BAR	Sm	map	RightTeeArrow	mapsto
U+021A7	DOWNWARDS ARROW FROM BAR	So	DownTeeArrow	mapstodown
U+021A9	LEFTWARDS ARROW WITH HOOK	So	larrhk	hookleftarrow
U+021AA	RIGHTWARDS ARROW WITH HOOK	So	rarrhk	hookrightarrow
U+021AB	LEFTWARDS ARROW WITH LOOP	So	larrlp	looparrowleft
U+021AC	RIGHTWARDS ARROW WITH LOOP	So	rarrlp	looparrowright
U+021AD	LEFT RIGHT WAVE ARROW	So	harrw	leftrightsquigarrow
U+021AE	LEFT RIGHT ARROW WITH STROKE	Sm	nharr	nleftrightarrow
U+021B0	UPWARDS ARROW WITH TIP LEFTWARDS	So	lsh	Lsh
U+021B1	UPWARDS ARROW WITH TIP RIGHTWARDS	So	rsh	Rsh
U+021B2	DOWNWARDS ARROW WITH TIP LEFTWARDS	So	ldsh
U+021B3	DOWNWARDS ARROW WITH TIP RIGHTWARDS	So	rdsh
U+021B5	DOWNWARDS ARROW WITH CORNER LEFTWARDS	So	crarr
U+021B6	ANTICLOCKWISE TOP SEMICIRCLE ARROW	So	cularr	curvearrowleft
U+021B7	CLOCKWISE TOP SEMICIRCLE ARROW	So	curarr	curvearrowright
U+021BA	ANTICLOCKWISE OPEN CIRCLE ARROW	So	olarr	circlearrowleft
U+021BB	CLOCKWISE OPEN CIRCLE ARROW	So	orarr	circlearrowright
U+021BC	LEFTWARDS HARPOON WITH BARB UPWARDS	So	lharu	LeftVector	leftharpoonup
U+021BD	LEFTWARDS HARPOON WITH BARB DOWNWARDS	So	lhard	leftharpoondown	DownLeftVector
U+021BE	UPWARDS HARPOON WITH BARB RIGHTWARDS	So	uharr	upharpoonright	RightUpVector
U+021BF	UPWARDS HARPOON WITH BARB LEFTWARDS	So	uharl	upharpoonleft	LeftUpVector
U+021C0	RIGHTWARDS HARPOON WITH BARB UPWARDS	So	rharu	RightVector	rightharpoonup
U+021C1	RIGHTWARDS HARPOON WITH BARB DOWNWARDS	So	rhard	rightharpoondown	DownRightVector
U+021C2	DOWNWARDS HARPOON WITH BARB RIGHTWARDS	So	dharr	RightDownVector	downharpoonright
U+021C3	DOWNWARDS HARPOON WITH BARB LEFTWARDS	So	dharl	LeftDownVector	downharpoonleft
U+021C4	RIGHTWARDS ARROW OVER LEFTWARDS ARROW	So	rlarr	rightleftarrows	RightArrowLeftArrow
U+021C5	UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW	So	udarr	UpArrowDownArrow
U+021C6	LEFTWARDS ARROW OVER RIGHTWARDS ARROW	So	lrarr	leftrightarrows	LeftArrowRightArrow
U+021C7	LEFTWARDS PAIRED ARROWS	So	llarr	leftleftarrows
U+021C8	UPWARDS PAIRED ARROWS	So	uuarr	upuparrows
U+021C9	RIGHTWARDS PAIRED ARROWS	So	rrarr	rightrightarrows
U+021CA	DOWNWARDS PAIRED ARROWS	So	ddarr	downdownarrows
U+021CB	LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON	So	lrhar	ReverseEquilibrium	leftrightharpoons
U+021CC	RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON	So	rlhar	rightleftharpoons	Equilibrium
U+021CD	LEFTWARDS DOUBLE ARROW WITH STROKE	So	nlArr	nLeftarrow
U+021CE	LEFT RIGHT DOUBLE ARROW WITH STROKE	Sm	nhArr	nLeftrightarrow
U+021CF	RIGHTWARDS DOUBLE ARROW WITH STROKE	Sm	nrArr	nRightarrow
U+021D0	LEFTWARDS DOUBLE ARROW	So	lArr	Leftarrow	DoubleLeftArrow
U+021D1	UPWARDS DOUBLE ARROW	So	uArr	Uparrow	DoubleUpArrow
U+021D2	RIGHTWARDS DOUBLE ARROW	Sm	rArr	Rightarrow	Implies	DoubleRightArrow
U+021D3	DOWNWARDS DOUBLE ARROW	So	dArr	Downarrow	DoubleDownArrow
U+021D4	LEFT RIGHT DOUBLE ARROW	Sm	hArr	Leftrightarrow	DoubleLeftRightArrow	iff
U+021D5	UP DOWN DOUBLE ARROW	So	vArr	Updownarrow	DoubleUpDownArrow
U+021D6	NORTH WEST DOUBLE ARROW	So	nwArr
U+021D7	NORTH EAST DOUBLE ARROW	So	neArr
U+021D8	SOUTH EAST DOUBLE ARROW	So	seArr
U+021D9	SOUTH WEST DOUBLE ARROW	So	swArr
U+021DA	LEFTWARDS TRIPLE ARROW	So	lAarr	Lleftarrow
U+021DB	RIGHTWARDS TRIPLE ARROW	So	rAarr	Rrightarrow
U+021DD	RIGHTWARDS SQUIGGLE ARROW	So	zigrarr
U+021E4	LEFTWARDS ARROW TO BAR	So	larrb	LeftArrowBar
U+021E5	RIGHTWARDS ARROW TO BAR	So	rarrb	RightArrowBar
U+021F5	DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW	Sm	duarr	DownArrowUpArrow
U+021FD	LEFTWARDS OPEN-HEADED ARROW	Sm	loarr
U+021FE	RIGHTWARDS OPEN-HEADED ARROW	Sm	roarr
U+021FF	LEFT RIGHT OPEN-HEADED ARROW	Sm	hoarr
U+02200	FOR ALL	Sm	forall	ForAll
U+02201	COMPLEMENT	Sm	comp	complement
U+02202	PARTIAL DIFFERENTIAL	Sm	part	PartialD
U+02203	THERE EXISTS	Sm	exist	Exists
U+02204	THERE DOES NOT EXIST	Sm	nexist	NotExists	nexists
U+02205	EMPTY SET	Sm	empty	emptyset	emptyv	varnothing
U+02207	NABLA	Sm	nabla	Del
U+02208	ELEMENT OF	Sm	isin	isinv	Element	in
U+02209	NOT AN ELEMENT OF	Sm	notin	NotElement	notinva
U+0220B	CONTAINS AS MEMBER	Sm	niv	ReverseElement	ni	SuchThat
U+0220C	DOES NOT CONTAIN AS MEMBER	Sm	notni	notniva	NotReverseElement
U+0220F	N-ARY PRODUCT	Sm	prod	Product
U+02210	N-ARY COPRODUCT	Sm	coprod	Coproduct
U+02211	N-ARY SUMMATION	Sm	sum	Sum
U+02212	MINUS SIGN	Sm	minus
U+02213	MINUS-OR-PLUS SIGN	Sm	mnplus	mp	MinusPlus
U+02214	DOT PLUS	Sm	plusdo	dotplus
U+02216	SET MINUS	Sm	setmn	setminus	Backslash	ssetmn	smallsetminus
U+02217	ASTERISK OPERATOR	Sm	lowast
U+02218	RING OPERATOR	Sm	compfn	SmallCircle
U+0221A	SQUARE ROOT	Sm	radic	Sqrt
U+0221D	PROPORTIONAL TO	Sm	prop	propto	Proportional	vprop	varpropto
U+0221E	INFINITY	Sm	infin
U+0221F	RIGHT ANGLE	Sm	angrt
U+02220	ANGLE	Sm	ang	angle
U+02221	MEASURED ANGLE	Sm	angmsd	measuredangle
U+02222	SPHERICAL ANGLE	Sm	angsph
U+02223	DIVIDES	Sm	mid	VerticalBar	smid	shortmid
U+02224	DOES NOT DIVIDE	Sm	nmid	NotVerticalBar	nsmid	nshortmid
U+02225	PARALLEL TO	Sm	par	parallel	DoubleVerticalBar	spar	shortparallel
U+02226	NOT PARALLEL TO	Sm	npar	nparallel	NotDoubleVerticalBar	nspar	nshortparallel
U+02227	LOGICAL AND	Sm	and	wedge
U+02228	LOGICAL OR	Sm	or	vee
U+02229	INTERSECTION	Sm	cap
U+0222A	UNION	Sm	cup
U+0222B	INTEGRAL	Sm	int	Integral
U+0222C	DOUBLE INTEGRAL	Sm	Int
U+0222D	TRIPLE INTEGRAL	Sm	tint	iiint
U+0222E	CONTOUR INTEGRAL	Sm	conint	oint	ContourIntegral
U+0222F	SURFACE INTEGRAL	Sm	Conint	DoubleContourIntegral
U+02230	VOLUME INTEGRAL	Sm	Cconint
U+02231	CLOCKWISE INTEGRAL	Sm	cwint
U+02232	CLOCKWISE CONTOUR INTEGRAL	Sm	cwconint	ClockwiseContourIntegral
U+02233	ANTICLOCKWISE CONTOUR INTEGRAL	Sm	awconint	CounterClockwiseContourIntegral
U+02234	THEREFORE	Sm	there4	therefore	Therefore
U+02235	BECAUSE	Sm	becaus	because	Because
U+02236	RATIO	Sm	ratio
U+02237	PROPORTION	Sm	Colon	Proportion
U+02238	DOT MINUS	Sm	minusd	dotminus
U+0223A	GEOMETRIC PROPORTION	Sm	mDDot
U+0223B	HOMOTHETIC	Sm	homtht
U+0223C	TILDE OPERATOR	Sm	sim	Tilde	thksim	thicksim
U+0223D	REVERSED TILDE	Sm	bsim	backsim
U+0223E	INVERTED LAZY S	Sm	ac	mstpos
U+0223F	SINE WAVE	Sm	acd
U+02240	WREATH PRODUCT	Sm	wreath	VerticalTilde	wr
U+02241	NOT TILDE	Sm	nsim	NotTilde
U+02242	MINUS TILDE	Sm	esim	EqualTilde	eqsim
U+02243	ASYMPTOTICALLY EQUAL TO	Sm	sime	TildeEqual	simeq
U+02244	NOT ASYMPTOTICALLY EQUAL TO	Sm	nsime	nsimeq	NotTildeEqual
U+02245	APPROXIMATELY EQUAL TO	Sm	cong	TildeFullEqual
U+02246	APPROXIMATELY BUT NOT ACTUALLY EQUAL TO	Sm	simne
U+02247	NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO	Sm	ncong	NotTildeFullEqual
U+02248	ALMOST EQUAL TO	Sm	asymp	ap	TildeTilde	approx	thkap	thickapprox
U+02249	NOT ALMOST EQUAL TO	Sm	nap	NotTildeTilde	napprox
U+0224A	ALMOST EQUAL OR EQUAL TO	Sm	ape	approxeq
U+0224B	TRIPLE TILDE	Sm	apid
U+0224C	ALL EQUAL TO	Sm	bcong	backcong
U+0224D	EQUIVALENT TO	Sm	asympeq	CupCap
U+0224E	GEOMETRICALLY EQUIVALENT TO	Sm	bump	HumpDownHump	Bumpeq
U+0224F	DIFFERENCE BETWEEN	Sm	bumpe	HumpEqual	bumpeq
U+02250	APPROACHES THE LIMIT	Sm	esdot	DotEqual	doteq
U+02251	GEOMETRICALLY EQUAL TO	Sm	eDot	doteqdot
U+02252	APPROXIMATELY EQUAL TO OR THE IMAGE OF	Sm	efDot	fallingdotseq
U+02253	IMAGE OF OR APPROXIMATELY EQUAL TO	Sm	erDot	risingdotseq
U+02254	COLON EQUALS	Sm	colone	coloneq	Assign
U+02255	EQUALS COLON	Sm	ecolon	eqcolon
U+02256	RING IN EQUAL TO	Sm	ecir	eqcirc
U+02257	RING EQUAL TO	Sm	cire	circeq
U+02259	ESTIMATES	Sm	wedgeq
U+0225A	EQUIANGULAR TO	Sm	veeeq
U+0225C	DELTA EQUAL TO	Sm	trie	triangleq
U+0225F	QUESTIONED EQUAL TO	Sm	equest	questeq
U+02260	NOT EQUAL TO	Sm	ne	NotEqual
U+02261	IDENTICAL TO	Sm	equiv	Congruent
U+02262	NOT IDENTICAL TO	Sm	nequiv	NotCongruent
U+02264	LESS-THAN OR EQUAL TO	Sm	le	leq
U+02265	GREATER-THAN OR EQUAL TO	Sm	ge	GreaterEqual	geq
U+02266	LESS-THAN OVER EQUAL TO	Sm	lE	LessFullEqual	leqq
U+02267	GREATER-THAN OVER EQUAL TO	Sm	gE	GreaterFullEqual	geqq
U+02268	LESS-THAN BUT NOT EQUAL TO	Sm	lnE	lneqq
U+02269	GREATER-THAN BUT NOT EQUAL TO	Sm	gnE	gneqq
U+0226A	MUCH LESS-THAN	Sm	Lt	NestedLessLess	ll
U+0226B	MUCH GREATER-THAN	Sm	Gt	NestedGreaterGreater	gg
U+0226C	BETWEEN	Sm	twixt	between
U+0226D	NOT EQUIVALENT TO	Sm	NotCupCap
U+0226E	NOT LESS-THAN	Sm	nlt	NotLess	nless
U+0226F	NOT GREATER-THAN	Sm	ngt	NotGreater	ngtr
U+02270	NEITHER LESS-THAN NOR EQUAL TO	Sm	nle	NotLessEqual	nleq
U+02271	NEITHER GREATER-THAN NOR EQUAL TO	Sm	nge	NotGreaterEqual	ngeq
U+02272	LESS-THAN OR EQUIVALENT TO	Sm	lsim	LessTilde	lesssim
U+02273	GREATER-THAN OR EQUIVALENT TO	Sm	gsim	gtrsim	GreaterTilde
U+02274	NEITHER LESS-THAN NOR EQUIVALENT TO	Sm	nlsim	NotLessTilde
U+02275	NEITHER GREATER-THAN NOR EQUIVALENT TO	Sm	ngsim	NotGreaterTilde
U+02276	LESS-THAN OR GREATER-THAN	Sm	lg	lessgtr	LessGreater
U+02277	GREATER-THAN OR LESS-THAN	Sm	gl	gtrless	GreaterLess
U+02278	NEITHER LESS-THAN NOR GREATER-THAN	Sm	ntlg	NotLessGreater
U+02279	NEITHER GREATER-THAN NOR LESS-THAN	Sm	ntgl	NotGreaterLess
U+0227A	PRECEDES	Sm	pr	Precedes	prec
U+0227B	SUCCEEDS	Sm	sc	Succeeds	succ
U+0227C	PRECEDES OR EQUAL TO	Sm	prcue	PrecedesSlantEqual	preccurlyeq
U+0227D	SUCCEEDS OR EQUAL TO	Sm	sccue	SucceedsSlantEqual	succcurlyeq
U+0227E	PRECEDES OR EQUIVALENT TO	Sm	prsim	precsim	PrecedesTilde
U+0227F	SUCCEEDS OR EQUIVALENT TO	Sm	scsim	succsim	SucceedsTilde
U+02280	DOES NOT PRECEDE	Sm	npr	nprec	NotPrecedes
U+02281	DOES NOT SUCCEED	Sm	nsc	nsucc	NotSucceeds
U+02282	SUBSET OF	Sm	sub	subset
U+02283	SUPERSET OF	Sm	sup	supset	Superset
U+02284	NOT A SUBSET OF	Sm	nsub
U+02285	NOT A SUPERSET OF	Sm	nsup
U+02286	SUBSET OF OR EQUAL TO	Sm	sube	SubsetEqual	subseteq
U+02287	SUPERSET OF OR EQUAL TO	Sm	supe	supseteq	SupersetEqual
U+02288	NEITHER A SUBSET OF NOR EQUAL TO	Sm	nsube	nsubseteq	NotSubsetEqual
U+02289	NEITHER A SUPERSET OF NOR EQUAL TO	Sm	nsupe	nsupseteq	NotSupersetEqual
U+0228A	SUBSET OF WITH NOT EQUAL TO	Sm	subne	subsetneq
U+0228B	SUPERSET OF WITH NOT EQUAL TO	Sm	supne	supsetneq
U+0228D	MULTISET MULTIPLICATION	Sm	cupdot
U+0228E	MULTISET UNION	Sm	uplus	UnionPlus
U+0228F	SQUARE IMAGE OF	Sm	sqsub	SquareSubset	sqsubset
U+02290	SQUARE ORIGINAL OF	Sm	sqsup	SquareSuperset	sqsupset
U+02291	SQUARE IMAGE OF OR EQUAL TO	Sm	sqsube	SquareSubsetEqual	sqsubseteq
U+02292	SQUARE ORIGINAL OF OR EQUAL TO	Sm	sqsupe	SquareSupersetEqual	sqsupseteq
U+02293	SQUARE CAP	Sm	sqcap	SquareIntersection
U+02294	SQUARE CUP	Sm	sqcup	SquareUnion
U+02295	CIRCLED PLUS	Sm	oplus	CirclePlus
U+02296	CIRCLED MINUS	Sm	ominus	CircleMinus
U+02297	CIRCLED TIMES	Sm	otimes	CircleTimes
U+02298	CIRCLED DIVISION SLASH	Sm	osol
U+02299	CIRCLED DOT OPERATOR	Sm	odot	CircleDot
U+0229A	CIRCLED RING OPERATOR	Sm	ocir	circledcirc
U+0229B	CIRCLED ASTERISK OPERATOR	Sm	oast	circledast
U+0229D	CIRCLED DASH	Sm	odash	circleddash
U+0229E	SQUARED PLUS	Sm	plusb	boxplus
U+0229F	SQUARED MINUS	Sm	minusb	boxminus
U+022A0	SQUARED TIMES	Sm	timesb	boxtimes
U+022A1	SQUARED DOT OPERATOR	Sm	sdotb	dotsquare
U+022A2	RIGHT TACK	Sm	vdash	RightTee
U+022A3	LEFT TACK	Sm	dashv	LeftTee
U+022A4	DOWN TACK	Sm	top	DownTee
U+022A5	UP TACK	Sm	bottom	bot	perp	UpTee
U+022A7	MODELS	Sm	models
U+022A8	TRUE	Sm	vDash	DoubleRightTee
U+022A9	FORCES	Sm	Vdash
U+022AA	TRIPLE VERTICAL BAR RIGHT TURNSTILE	Sm	Vvdash
U+022AB	DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE	Sm	VDash
U+022AC	DOES NOT PROVE	Sm	nvdash
U+022AD	NOT TRUE	Sm	nvDash
U+022AE	DOES NOT FORCE	Sm	nVdash
U+022AF	NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE	Sm	nVDash
U+022B0	PRECEDES UNDER RELATION	Sm	prurel
U+022B2	NORMAL SUBGROUP OF	Sm	vltri	vartriangleleft	LeftTriangle
U+022B3	CONTAINS AS NORMAL SUBGROUP	Sm	vrtri	vartriangleright	RightTriangle
U+022B4	NORMAL SUBGROUP OF OR EQUAL TO	Sm	ltrie	trianglelefteq	LeftTriangleEqual
U+022B5	CONTAINS AS NORMAL SUBGROUP OR EQUAL TO	Sm	rtrie	trianglerighteq	RightTriangleEqual
U+022B6	ORIGINAL OF	Sm	origof
U+022B7	IMAGE OF	Sm	imof
U+022B8	MULTIMAP	Sm	mumap	multimap
U+022B9	HERMITIAN CONJUGATE MATRIX	Sm	hercon
U+022BA	INTERCALATE	Sm	intcal	intercal
U+022BB	XOR	Sm	veebar
U+022BD	NOR	Sm	barvee
U+022BE	RIGHT ANGLE WITH ARC	Sm	angrtvb
U+022BF	RIGHT TRIANGLE	Sm	lrtri
U+022C0	N-ARY LOGICAL AND	Sm	xwedge	Wedge	bigwedge
U+022C1	N-ARY LOGICAL OR	Sm	xvee	Vee	bigvee
U+022C2	N-ARY INTERSECTION	Sm	xcap	Intersection	bigcap
U+022C3	N-ARY UNION	Sm	xcup	Union	bigcup
U+022C4	DIAMOND OPERATOR	Sm	diam	diamond	Diamond
U+022C5	DOT OPERATOR	Sm	sdot
U+022C6	STAR OPERATOR	Sm	sstarf	Star
U+022C7	DIVISION TIMES	Sm	divonx	divideontimes
U+022C8	BOWTIE	Sm	bowtie
U+022C9	LEFT NORMAL FACTOR SEMIDIRECT PRODUCT	Sm	ltimes
U+022CA	RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT	Sm	rtimes
U+022CB	LEFT SEMIDIRECT PRODUCT	Sm	lthree	leftthreetimes
U+022CC	RIGHT SEMIDIRECT PRODUCT	Sm	rthree	rightthreetimes
U+022CD	REVERSED TILDE EQUALS	Sm	bsime	backsimeq
U+022CE	CURLY LOGICAL OR	Sm	cuvee	curlyvee
U+022CF	CURLY LOGICAL AND	Sm	cuwed	curlywedge
U+022D0	DOUBLE SUBSET	Sm	Sub	Subset
U+022D1	DOUBLE SUPERSET	Sm	Sup	Supset
U+022D2	DOUBLE INTERSECTION	Sm	Cap
U+022D3	DOUBLE UNION	Sm	Cup
U+022D4	PITCHFORK	Sm	fork	pitchfork
U+022D5	EQUAL AND PARALLEL TO	Sm	epar
U+022D6	LESS-THAN WITH DOT	Sm	ltdot	lessdot
U+022D7	GREATER-THAN WITH DOT	Sm	gtdot	gtrdot
U+022D8	VERY MUCH LESS-THAN	Sm	Ll
U+022D9	VERY MUCH GREATER-THAN	Sm	Gg	ggg
U+022DA	LESS-THAN EQUAL TO OR GREATER-THAN	Sm	leg	LessEqualGreater	lesseqgtr
